opis;klasa
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady ze szkla
pojemniki: pojemniki 60-1100 l
opis: dzien dobry, w dniu wczorajszym nie zostaly odebrane smieci - szklo, z ul.ostrzeszowskiej 6.
widzialam, ze samochod - tzw smieciarka zatrzmala sie przy bloku, praownicy probowali sie dostac do smietnika (budynek wielorodzinny), ale smieci nie zostaly wywiezione.
uprzejmie prosze o infomracje, dlaczego nie zostaly wywiezione nieczystosci, czy klucz ktory panstwo otrzymali nie dziala?
oraz kiedy, poza harmonogramem moga byc one zabrane, pojemnik jest przepelniony.
z powazaniem, piechaczek olga";Wywoz odpadow
"temat: mycie pojemnika
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: zarzad sm budowlani prosi o wykonanie jednorazowej akcji umycia i dezynfekcji wszystkich kontenerow na odpady zmieszane w oslonach smietnikowych w zasobach sm budowlani ze szczegolnym uwzglednieniem  osiedla przy ul. orlowicza, glogera, zmorskiego, zaruskiego.
anna derkacz
sekretariat
sm budowlani we wroclawiu";Pojemniki/worki na odpady
brak wywozu odpadow szklanych, prosza o natychmiastowy wywoz;Wywoz odpadow
brak podstawienia pojemnika na odpady wielkogabarytowe na ul. zbrodzkiej przy cmentarzu dnia 11.09.;Strefa Zarzadcy
"temat: uszkodzenie pojemnika - koniecznosc wymiany
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemnik 1100l
opis: bardzo prosze o wymiane uszkodzonego pojemnika na tworzywa sztuczne podstawionego w oslonie smietnikowej wspolnoty mieszkaniowej piekna 5-19 we wroclawiu.";Pojemniki/worki na odpady
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: nieodebrane worki z odpadami zielonymi w terminie.";Wywoz odpadow
"temat: odbior kontenera
zarzadca: spoldzielnia mieszkaniowa akademicka
opis miejsca: kontener do odbioru znajduje sie przy ul. jaracza 60b-60
opis: kontener na odpady zielone jest zapelniony, prosimy o odbior";Strefa Zarzadcy
zgloszenie dotyczy mycia i dezynfekcji wszystkich pojemnikow na odpady ul. gajowicka 82. prosze o realizacje zgloszenia.;Pojemniki/worki na odpady
prosze o wymiane pojemnika na papier o poj. 120l z powodu jego uszkodzenia ul. ostrodzka 13. prosze o realizacje zgloszenia.;Pojemniki/worki na odpady
"temat: podstawienie kontenera
zarzadca: miejskie centrum uslug socjalnych we wroclawiu ul. maczna 3
opis miejsca: teren dom pomocy spolecznej ul. maczna 3  lub na przeciwko wjazdu -park
opis: nieodplatny odbior mebli po kasacji";Strefa Zarzadcy
"temat: pas drogowy - chodnik
dzielnica: fabryczna
opis miejsca: ul. lotnicza pod wiaduktem drogowym przy stadionie, oraz przejscie do przystanku autobusowego na wiadukcie dla kierunku lesnica (na murku)
opis: smieci w pasie drogowy, (opakowania, butelki).";Sprzatanie miasta
mieszkaniec prosi o natychmiastowy odbior odpadow zmieszanych , w dniu wczorajszym zostal pominiety przez firme fb serwis ;Wywoz odpadow
brak odbioru odpadow z tworzyw sztucznych zgodnie z harmonogramem na ul.myszkowskiej 10. prosze o odbior odpadow w dniu dzisiejszym.;Wywoz odpadow
"temat: inne
opis miejsca: nyska 14-16, henrykowska 4 we wroclawiu
opis: witam. informuje, ze pod wskazanym zgloszeniu adresie nyska 14-16, henrykowska 4 we wroclawiu odpady wywozone sa obecnie jeden raz w tygodniu (dotychczas bylo 2x w tygodniu). obecna czestotliwosc jest niewystarczajaca, a zalegajace smieci przy kontenerach wabia szczury z okolic. obecnie odbieramy po kilkanascie telefonow dziennie od zaniepokojonych mieszkancow. prosimy o pilna interwencje w sprawie oraz o spowodowanie wywozu 2x w tygodniu jak bylo dotychczas, a takze o uprzatniecie zalegajacych smieci.";Wywoz odpadow
prosza o natychmiastowy odbior odpadow plastikowych z calej ulicy krzyckiej;Wywoz odpadow
prosi o wymiane pojemnika na odpady zmieszane 120 l  jest pekniety na calej wysokosci ;Pojemniki/worki na odpady
nie odebrane zielone odpady + plastik prosza o odbior;Wywoz odpadow
zgloszenie dotyczy skargi na pracownikow firmy odbierajacej odpady w dniu dzisiejszym tj 13.09 na ul. strachocinskiej 50. pojemniki z kilku nieruchomosci zostaly pomieszane i stoja na ulicy. mieszkancy nie wiedza jakie pojemniki sa do poszczegolnych nieruchomosci. prosze o wyjasnienie sytuacji i przyrzucenie pojemnikom ich miejsc. prosze o realizacje zgloszenia. ;Pojemniki/worki na odpady
"temat: tereny zewnetrzne - chodniki
dzielnica: krzyki
opis miejsca: kolejny raz zwracamy sie z prosba o uprzatniecie chodnika jak rowniez zywoplotow ze smieci i lisci na dzialce sasiadujacej z nasza ( 7/2 am 24) wzdluz ul.komandorskiej 55-87
opis: kolejny raz zwracamy sie z prosba o uprzatniecie chodnika jak rowniez zywoplotow ze smieci i lisci na dzialce sasiadujacej z nasza ( 7/2 am 24) wzdluz ul.komandorskiej 55-87";Sprzatanie miasta
"temat: podstawienie kontenera
zarzadca: prospectocto sp.zo.o ul. sudecka 7 wroclaw
opis miejsca: prosze o postawienie kontenera na wysokosci wiaty smietnikowej na przeciwko budynku buforowa 14-16, prosze o kontakt pod numerem telefonu 508670219
opis: postawienie kontenera na smieci wielkogabarytowe";Strefa Zarzadcy
brak odbioru odpadow zielonych zgodnie z harmonogramem na ul. lisiej 2. zgloszenie dotyczy calej ulicy lisiej i calego osiedla bienkowice.sprawa jest bardzo pilna, prosze o odbior odpadow w dniu dzisiejszym.;Wywoz odpadow
ponowne zgloszenie dotyczace braku odbioru wszystkich frakcji  odpadow na ul. klimasa 45. nieruchomosc  tonie w smieciach po ktorych ganiaja szczury , mieszkancy nie maja nawet mozliwosci dojscia do pojemnikow poniewaz  pojemniki sa tak przepelnione,ze odpady sie z nich wysypaly. sytuacja jest kryzysowa prosze o natychmiastowy odbior odpadow.;Wywoz odpadow
brak odbioru odpadow zmieszanych zgodnie z harmonogramem na ul. bp. bogedaina 5 schronisko dla bezdomnych mezczyzn, w zwiazku z brakiem odbioru odpadow panuje tam straszy fetor  ze nie mozna tam wytrzymac. prosze o natychmiastowy odbior odpadow.;Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: szanowni panstwo,
prosze o wywoz odpadow zielonych z okolic wiaty przy smietniku przynalezacej do nieruchomosci przy ul. zefirowej 20-24 - wjazd od strony poludniowej.
odpady leza przynajmniej od 10.09.2018.
prosze o niezwloczna realizacje. 

-- 
pozdrawiam serdecznie
aleksandra andrasz
administrator
forum zn sp. z o.o.
tel. 537 503 306";Wywoz odpadow
"temat: inne
opis miejsca: miejsce na trawniku kolo oslony smietnikowej
opis: prosze o podstawienie kontenera na gabaryty w najblizszym mozliwym terminie.";Strefa Zarzadcy
prosze o odebranie odpadow bio z calej ulicy. adres jest przyblizony, poniewaz mieszkaniec nie chcial podac konkretnego adresu. mowil, ze od ponad 2 tygodni leza worki, prosze odebrac te odpady. pan powiedzial, ze worki bedzie wrzucal do pojemnika na odpady zmieszane.;Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worki
opis: nie odebrano tworzyw sztucznych w dniu 11.09.2018 - worki leza do dzis. prosze o pilny odbior.";Wywoz odpadow
prosza o natychmiastowy odbior odpadow  zmieszanych , plastiki , papier . tonal w smieciach.;Wywoz odpadow
 morelowskiego 34-36 teren prywatny firmy cenowa na ktorym staly przez pewien czas kontenery na gabaryty, ale od jakies czasu regularnie mieszkancy podrzucaja tam odpady. prosba o usuniecie;Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: worki z odpadami nie zostaly podjete z terenu nieruchomosci zgodnie z harmonogramem pomimo napisania kartki kierujacej pracownikow wywozacych odpady z nieruchomosci sasiedniej pod nr 94. odpady z ul. kominiarskiej 94 zostaly wywiezione.";Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: westa-dom zarzadzanie nieruchomosciami joanna grabowska
opis miejsca: prosze o ustawienie kontenera przed brama przy ul. piwnika ponurego 81
opis: dzien dobry,
bardzo prosze o podstawienie kontenera na odpady wielkogabarytowe na terenie nieruchomosci przy ul. piwnika ponurego 81 w terminie od 21 wrzesnia 2018r. odbior kontenera w poniedzialek 24.09.2018r.
z powazaniem,
joanna grabowska
westa-dom zarzadzanie nieruchomosciami";Strefa Zarzadcy
"temat: przepelnienie pojemnika
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemniki/dzwony do zbiorki selektywnej
opis: szanowni panstwo.
z tylu mojego budynku znajduje sie smietnik (widze go doslownie z okna), w ktorym znajduje sie rowniez pojemnik na tworzywa sztuczne.jego zawartosc od kilku tygodni jest oprozniana nieregularnie. obecnie pojemnik jest przepelniony i tworzywa leza na ziemi. prosze o pojecie interwencji.
pozdrawiam.
sylwester krawczyk";Wywoz odpadow
mieszkaniec prosi o natychmiastowy odbior odpadow  plastikowych;Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: zarzad zasobu komunalnego, biuro obslugi klienta nr 7, ul.papiernicza 9/11
opis miejsca: podstawienie pojemnika na gabaryty przy miejscu zbiorki odpadow.
opis: pojemnik na gabaryty";Strefa Zarzadcy
"temat: brak worka na odpady
odpady: odpady zielone
pojemniki: worek 120l
opis: dzien dobry,
prosze o 200 szt workow na odpady zielone. mamy duzo drzew na ogrodzie a zblizajaca jesien sprawi duzo lisci do zebrania. jednoczesnie prosze o odbior pelnych workow z odpadami zielonymi, ktore znajduja sie na naszej posesji. informuje, ze brame nalezy otworzyc aby dostac sie do workow. zlobek czynny jest do godziny 17,00 od poniedzialku do piatku";Pojemniki/worki na odpady
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: w zeszlym tygodniu powinny byc odebrane od nas odpady papier i tektura. nie mialo to miejsca. prosze o odbior.";Wywoz odpadow
"temat: podstawienie dodatkowego pojemnika na odpady
odpady: papier i tektura
pojemniki: pojemnik 1100l
opis: wnioskujemy o podstawienie pojemnikow na papier i tekture po 2 szt. do dwoch oslon smietnikowych razem 4 szt.  (przy klatkach 97-101). na terenie osiedla jest ochrona - nr tel.885 560 190";Pojemniki/worki na odpady
brak realizacji zgloszenia id 40038 z dnia 14.09 dotyczacy braku odbioru odpadow zielonych na ul. robotnicza 42b osrodek terapeutyczny ostoja. prosze o realizacje zgloszenia.;Wywoz odpadow
prosi o zabranie workow z odpadami zielonymi, cala ulica marmurowa smierdzi i cieknie z workow od 2 tygodnie nie odbierane  odpady;Wywoz odpadow
brak odbioru odpadow opakowaniowych  ze szkla  zgodnie z harmonogramem na  ul. koreanska 31c. prosze o odbior odpadow w dniu dzisiejszym i dostarczenie 30 sztuk workow na odpady zielone;Wywoz odpadow
brak odbioru odpadow zmieszanych i odpadow zielonych zgodnie z harmonogramem na ul . polnej 9. sprawa jest pilna prosze o odbior odpadow w dniu dzisiejszym.;Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: ekipa odbierajaca odpady zielone 13.09 zostawila puste worki, ale nie zabrala workow pelnych. w workach znajduja sie jablka spadle z drzew, trawa, chwasty i galezie.";Wywoz odpadow
brak odbioru odpadow zmieszanych, odpadow z tworzyw sztucznych, odpadow z papieru odpadow zielonych i szkla na ul. mandzurska 25. zgloszenie dotyczy calej ulicy i calego osiedla  brochow. sytuacja jest kryzysowa na ulicach panuje ogromy smrod z rozkladajacych sie odpadow po ktorych ganiaja szczury.prosze o natychmiastowy odbior odpadow.;Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemniki/dzwony do zbiorki selektywnej
opis: papier oraz tworzywa sztucznie nie zostaly odebrane zgodnie z harmonogramem.";Wywoz odpadow
"temat: tereny zewnetrzne - inne
dzielnica: srodmiescie
opis miejsca: na koncu ulicy jezierskiego jest oslona smietnikowa . wokol oslony porozrzucane sa gabaryty i elektrosmieci, odpady zielone.
opis: na koncu ulicy jezierskiego jest oslona smietnikowa . wokol oslony porozrzucane sa gabaryty i elektrosmieci.";Sprzatanie miasta
prosze o umycie wszystkich pojemnikow w oslonie, poniewaz odpady nie byly odbierane przez dlugi czas ze wszystkich frakcji. przez co mieszkancy musieli zostawiac smieci na ziemi, co spowodowalo , ze powstal smrod. prosze o pilne umycie wszystkich pojemnikow.;Pojemniki/worki na odpady
prosi o wymiane pojemnika na odpady papierowe 120 l- uszkodzony;Pojemniki/worki na odpady
zgloszenie dotyczy  mycia pojemnika na odpady zmieszane na ul. bialoszewskiego 45 i bialoszewskiego 47. prosze o realizacje zgloszenia w dniu dzisiejszym.;Pojemniki/worki na odpady
"wlasciciel nieruchomosci zglasza brak odbioru odpadow zielonych w dniu 13-09-2018.
prosze o pilny odbior przygotowanych workow (znajdujacuych sie na chodniku) w ilosci ok. 20 szt. w dniu 20-09-2018 (zgodnie z przekazanym harmonogramem.
klient prosi o pozostawienie workow brazowych- 30 szt.";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: dzien dobry,
 prosze o odbior i wywoz odpadow tektura i papier, poniewaz nie zostaly odebrane z osiedla przy ul. klimasa 45-49 we wroclawiu. na osiedlu dwie oslony smietnikowe.
pozdrawiam";Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: parafia nmp krolowej pokoju
opis miejsca: parking przy kosciele, wjazd od ul. rysiej
opis: parking przy kosciele, wjazd od ul. rysiej";Strefa Zarzadcy
"temat: pas drogowy - jezdnia
dzielnica: fabryczna
opis miejsca: popowicka /most milenijny
opis: jakas sliska substancja na jezdni, powiadomiono suez 16:10   /ts";Sprzatanie miasta
"temat: zapytanie o harmonogram
odpady: odpady ze szkla
pojemniki: pojemniki 60-1100 l
opis: mimo podpisanej deklaracji 23.08.2018 oraz dokonanej  oplacie za sierpien,nie ma mnie w harmonogramie, smieci zmieszane odebrane byly, na nasza wyrazna prosbe, poniewaz panowie ze smieciarki nie mieli informacji o podpisanej deklaracji i harmonogramie.";Wywoz odpadow
"wlasciciel nieruchomosci zglasza brak odbioru tworzyw sztucznych od ok. 1 miesiaca. worki (ok. 5 szt.), ktore znajduja sie w boksie smietnikowym.
w dniu wczorajszym na przedmiotowej ulicy odbywal sie odbior odpadow- jak twierdzi zglaszajaca sasiedzi maja odebrane odpady (dot. nr 2, 2a, 3, 3a).
prosze o pilny odbior odpadow oraz pozostawienie workow w ilosci workow odebranych.";Wywoz odpadow
prosi o natychmiastowy odbior odpadow zmieszanych z calej ulicy ;Wywoz odpadow
prosi o natychmiastowy odbior odpadow plastikowych , papier, szklo, od trzech tygodni jest brak odbioru;Wywoz odpadow
mieszkanka prosi o natychmiastowy odbior odpadow plastikowych, zielonych oraz papieru+ 20  szt workow  na plastik i 20 szt na odpady zielone. maja nie odebrane smieci od miesiaca  i nie wiedza gdzie maja je skladac;Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: smlwpopowice
opis miejsca: prosze o podstawienie kontenera na liscie (8-ka)na parking przy ul.jelenia 42 we wroclawiu, w terminie ok.15.10.2018r. prosze rowniez aby kontener pozostal na miejscu przez 2 tygodnie.
opis: prosze o podstawienie kontenera na liscie (8-ka)na parking przy ul.jelenia 42 we wroclawiu, w terminie ok.15.10.2018r. prosze rowniez aby kontener pozostal na miejscu przez 2 tygodnie.";Strefa Zarzadcy
prosze o umycie i dezynfekcje pojemnika na odpady opakowaniowe  ze szkla na ul. promien 10a. prosze o poinformowanie klienta pod nr tel.600949378 o terminie realizacji zgloszenia w celu udostepnienia pojemnika. ;Pojemniki/worki na odpady
"temat: podstawienie kontenera
zarzadca: centrum ksztalcenia ustawicznego
opis miejsca: ul. swobodna 73 wroclaw na terenie centrum ksztalcenia ustawicznego (jednostka gminna)
opis: potrzebny pojemnik na odpady wielkogabarytowe - plyty meblowe po kasacji mebli biurowych oraz wystawienie karty przekazania odpadu";Strefa Zarzadcy
"wlasciciel nieruchomosci norweska 33a oraz 31a zglaszaja brak odbioru tworzyw sztucznych (ok. 10 workow) w dniu 04-09-2018 oraz 18-09-2018, worki znajduja sie na zewnatrz, przed brama- w miejscu dostepnym i widocznym dla wykonawcy.
prosze o natychmiastowy odbior oraz kontakt tel. 785-876-699 w tej sprwie.
prosze o systematyczne odbieranie odpadow oraz przekazywanie workow w ilosci workow odebranych.";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: dzien dobry, w zwiazku ze zgloszeniem z dnia 18.09.2018 r. ze odpady papier i tektura nie zostaly odebrane z osiedla, otrzymalam informacje mailowa, ze zostana odebrane 22.09.2018r.
prosze o wyjasnienia, dlaczego nie zostana odebrane zgodnie z harmonogramem w dniu 19.09.18r. oraz 21.09.18r. ?";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: ponowny monit, odpady powinny byc odebrane 14.09.18. na wczesniejsze zgloszenie brak reakcji z waszej strony. wroki nadal zanieczyszczja chodniki kleciny.";Wywoz odpadow
prosi o odbior odpadow zielonych leza w koksie od 7 .09.2018 zaczyna wszystko okropnie smierdziec . mieszkaniec zglasza jednoczesnie ze ul sarnia tez nie odebrana z odpadow zielonych. pilne!!!!!;Wywoz odpadow
"temat: przepelnienie pojemnika
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: 1. prosba o czestsze odbieranie papieru i tworzyw sztucznych.
2. przy moim adresie w harmonogramie nie sa umieszczone informacje o wszystkich pojemnikach na odpady za ktore place.";Wywoz odpadow
"temat: zapytanie o harmonogram
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemniki 60-1100 l
opis: kiedy i gdzie (chodzi o osobowice) bedzie podstawiony pojemnik do odbioru elektrosmieci?";Inne
"temat: pas drogowy - zielence
dzielnica: fabryczna
opis miejsca: ul. kosmonautow, wnetrze  petli do al. architektow
opis: beczki z odpadami.";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: witam, 
od ponad tygodnia nie zostaly zabrane smieci, w zwiazku z czym mamy pelne pojemniki. wedlug harmonogramu powinny byc odbierane 2 razy w tygodniu - poniedzialek i czwartek.";Wywoz odpadow
"temat: odbior kontenera
zarzadca: remgroup sp. z o.o. zarzadzanie nieruchomosciami
opis miejsca: przy oslonie smietnikowej
opis: bardzo prosze o wywoz przepelnionego kontenera na odpady wielkogabarytowe. bardzo prosze o odpowiedz zwrotna na wskazany adres mailowy.";Strefa Zarzadcy
prosi o natychmiastowy odbior odpadow zmieszanych od dwoch tygodni nie odebrane na calej ulicy;Wywoz odpadow
